product_id;product_name;product_description;product_isbn;product_quantity;product_retail_price;product_price;product_image_small;product_image_medium;product_image_large;product_main_category;product_sub_category_1;product_sub_category_2;product_other_category;product_condition;product_color_choices;product_size_choices;product_other_choices;product_weight;product_length;product_width;product_height;related_products
648;Puddings: Knorr Sutlac-Rice Pudding (Pudingler: Knorr Sutlac);Ingredients (Icindekiler): Sugar, Rice, Rice Flour, Egg Powder, Nature identical Vanillin. (Seker, Misir Nisastasi, Piric, Pirinc Unu, Yumurta Tozu, Dogala Ozdes Vanilin Aromasi.) <p>Serves 4-6. (4-6 kisiliktir.) <p>Pour the content of the package into a saucepan, add 750ml-4 water glasses of cold milk and stir it medium heat till it starts thickening approx. 10 minutes. Boil 2-3 additional minutes and pour into the bowls. Serve it cold. Per your request you can decorate it with pistachio or coconut. Bon Appettite! (1 paket Knorr karisimini derin bir tencerenin icine dikunuz. Uzerine 750lt.-4 su bardagi soguk sut ilave ederek iyice karistiriniz. Orta ateste devamli karistirarak kaynattiktan sonra, kivamina gelinceye kadar 10 dakika pisiriniz. Knorr Keskul'u atesten aldiktan sonra uzerinin goz goz olabilmesi icin yuksekten dokunuz. Soguk Servis yapiniz. Istege gore antep fistigi ve hindistan cevizi ile susleyebilirisiniz. Afiyet olsun!) <p>Weight (Agirlik): 5.29 oz. (150 gram);YC-KN701;50;1.99;1.89;images/product/Knorr Sutlac-T.jpg;images/product/Knorr Sutlac-Q.jpg;images/product/Knorr Sutlac-Z.jpg;Puddings (Pudingler);;;Express Checkout (Hizli Alisveris),By Product Category (Urun Tipine Gore),Express-Puddings (Pudingler);New;;;;2.00;0;0;0;647,191,496;
649;Desserts & Pastries: Gulluoglu Pistachio Kadayif (Tatlilar & Hamur Isleri: Gulluoglu Fistikli Kaday;Ingredients (Icindekiler): Sugar, Water, Pistachio, Flour, Starch, Butter. (Seker, Su, Fistik, Un, Nisasta, Tereyag.)<p>Nutrition Fact per Serving (Besin &#336~&#287~eleri):<p>Calories (Enerji): 199 kcal.<p>Total Fat (Toplam Yag): 8.85 g.<p>Saturated Fat (Doymus Yag): 4.56 g.<p>Cholesterol (Kolesterol): 27.22 mg.<p>Sodium (Sodyum): 42.36 mg.<p>Total Carbohydrate (Toplam Karbonhidrat): 28.15 g.<p>Fiber (Yag): 0.65 g.<p>Sugar (Seker): 16.41 g.<p>Protein (Protein): 2.31 g.<p>Weight (Agirlik): 17.6 oz. (500 gram);YC-GO200;0;8.99;7.99;images/product/Gulloglu Fistikli Kadayif-T.jpg;images/product/Gulloglu Fistikli Kadayif-Q.jpg;images/product/Gulloglu Fistikli Kadayif-Z.jpg;Desserts & Pastries (Tatlilar & Hamur Isleri);;;Express Checkout (Hizli Alisveris),Express-Desserts & Pastries (Tatlilar & Hamur Isleri),By Product Category (Urun Tipine Gore);New;;;;7.00;0;0;0;123,219,457;
650;Desserts & Pastries: Gulluoglu Mix Baklava (Tatlilar & Hamur Isleri: Gulluoglu Karisik Baklava);Ingredients (Icindekiler): Sugar, Flour, Butter, Water, Pistachio, Walnut, Starch, Egg, Salt, Lemon. (Seker, Un, Tereyag, Su, Fistik, Ceviz, Yumurta, Tuz, Limon.)<p>Nutrition Facts per Serving (Besin &#336~&#287~eleri):<p>Calories (Enerji): 199 kcal.<p>Total Fat (Toplam Yag): 8.85 g.<p>Saturated Fat (Doymus Yag): 4.56 g.<p>Cholesterol (Kolesterol): 27.22 mg.<p>Sodium (Sodyum): 42.36 mg.<p>Total Carbohydrate (Toplam Karbonhidrat): 28.15 g.<p>Fiber (Lifi): 0.65 g.<p>Sugar (Seker): 16.41 oz.<p>Protein (Protein): 2.31 g.<p>Weight (Agirlik): 17.6 oz. (500 gram);YC-GO350;0;12.59;10.99;images/product/Gulluoglu Karisik Baklava-T.jpg;images/product/Gulluoglu Karisik Baklava-Q.jpg;images/product/Gulluoglu Karisik Baklava-Z.jpg;Desserts & Pastries (Tatlilar & Hamur Isleri);;;Express Checkout (Hizli Alisveris),Express-Desserts & Pastries (Tatlilar & Hamur Isleri),By Product Category (Urun Tipine Gore);New;;;;7.00;0;0;0;649,646,123;
651;Grains & Lentils: Yayla Green Lentil-35.27 oz.(Baklagiller: Yayla Yesil Mercimek-1000 gr.);Ingredients (Icindekiler): Green Lentil. (Yesil Mercimek.)<p>Nutrition Facts per Serving (Besin &#336~&#287~leri):<p>Calories (Enerji): 336 kcal.<p>Carbohydrate (Karbonhidrat) : 57.4 g.<p>   Fat (Ya&#287~) : 1.3 g.<p>  Calcium (Kalsiyum): 68 mg.<p>  Iron (Demir): 7 mg.<p>Niasin : 2 mg.<p>    B1 Vitamin: 0.46 mg.<p>B2 Vitamin: 0.3 mg.<p>C Vitamin: 4 mg. <p>Dietary Fiber (Diyetik Lif): 3.23 g. <p>Protein (Protein): 23.7 g.<p>Weight (Agirlik): 35.27 oz (1000 gram);YC-YL650;50;2.99;2.69;images/product/Yayla Bakliyat Yesil Mercimek_T.jpg;images/product/Yayla Bakliyat Yesil Mercimek_Q.jpg;images/product/Yayla Bakliyat Yesil Mercimek_Z.jpg;Grains & Lentils (Baklagiller);;;Express Checkout (Hizli Alisveris),Express-Grains & Lentils (Baklagiller),By Product Category (Urun Tipine Gore);New;;;;8.00;0;0;0;73,72,529;
652;Turkish Delight: Gulluoglu Pistachio Delight -12.3oz.(Turk Lokumu:Gulluoglu Fistikli Lokum-350gr);Ingredients (Icindekiler): Sugar, Water, Pistachio, Acidity Regulator-Citric Acid, Nature identical vanilin flavor. (Sugar, Su, Fisitik, Sitrik Asit, Dogala ozdes vanilin aromasi.)<p>Nutrition Facts per Serving (Besin &#336~&#287~eleri):<p>Calories (Enerji): 186.5 kcal.<p>Total Fat (Toplam Yag): 1.47 g.<p>Choleserol (Kolesterol): 0 mg.<p>Sodium (Sodyum): 6.08 mg.<p>Total Carbohydrate (Toplam Karbinhidrat): 41.4 g.<p>Sugar (Seker): 38.73 g.<p>Protein (Protein): 1.75 g.<p>Weight (Agirlik): 12.3 oz. (350 gram);YC-GO088;0;5.99;4.99;images/product/Gulluoglu Pistachio Delight-250gr-T.jpg;images/product/Gulluoglu Pistachio Delight-250gr-Q.jpg;images/product/Gulluoglu Pistachio Delight-250gr-Z.jpg;Turkish Delights (Lokum);;;Express Checkout (Hizli Alisveris),By Product Category (Urun Tipine Gore),Express-Turkish Delights (Lokum);New;;;;5.00;0;0;0;125,264,265;
653;Turkish Delight: Gulluoglu Fruit Rolled Delight -12.3oz.(Turk Lokumu:Gulluoglu Rulo Meyvali Lokum-3;Ingredients (Icindekiler): Sugar, Water, Corn Starch, Fruit Aroma, Coconut, Soapwart, Acidity Regulator-Citric Acid, Nature Identical Vanilin Flavor. (Seker, Su, Misir Nisastasi, Meyve Aromasi, Hindistan Cevizi, Asitligi Duzenleyici-Sitrik Asit, Dogala Ozdes Vanilin Aromasi.)<p>Weight (Agirlik): 12.3 oz. (350 gram);YC-GO77;0;4.99;4.49;images/product/Gulluoglu Fruit Rolled Delight-T.jpg;images/product/Gulluoglu Fruit Rolled Delight-Q.jpg;images/product/Gulluoglu Fruit Rolled Delight-Z.jpg;;;;Express Checkout (Hizli Alisveris),By Product Category (Urun Tipine Gore),Express-Turkish Delights (Lokum);New;;;;6.00;0;0;0;652,506,607;
654;Tea: Dogadan Berry Tea (Cay: Dogadan Bogurtlen Bitkisel Cay);Excellent Berry Herbal Tea in a 20 bag. (20 suzme poset icinde harika Bogurtlen bitkisel cayi.)<p>Weight (Agirlik): 1.41 oz. (40 gram);YC-DD700;50;2.95;2.39;images/product/Dogadan Bogurtlen Cayi-T.jpg;images/product/Dogadan Bogurtlen Cayi-Q.jpg;images/product/Dogadan Bogurtlen Cayi-Z.jpg;Tea (Cay);;;Express Checkout (Hizli Alisveris),Express-Tea (Çay),By Product Category (Urun Tipine Gore);New;;;;2.00;0;0;0;11,12,644;
655;Pastes & Spreads: Baktat Pomegranate Spread-19.05oz.(Ezme ve Surmeler: Baktat Nar Ekisisi-540gr.);Pomegranite Spread/Molasses at its best. (Mukemmel Nar eksisi/pekmezi)<p>Nutrition Facts per Serving (Besin &#336~&#287~eleri):<p>Sugar (Seker): 12 g.<p>Weight (Agirlik): 19.05 oz. (540 gram);YC-BT580;49;5.49;4.99;images/product/Baktat-Pomegranate_Spread-T.jpg;images/product/Baktat-Pomegranate_Spread-Q.jpg;images/product/Baktat-Pomegranate_Spread-Z.jpg;Pastes & Spreads (Ezme & Surmeler);;;Tahini & Molasses (Tahin & Pekmez),Express Checkout (Hizli Alisveris),By Product Category (Urun Tipine Gore),Express-Pastes & Spreads (Ezme & Surmeler),Express-Tahini & Molasses (Tahin & Pekmez);New;;;;8.00;0;0;0;514,656,831;
656;Beverages: MiriPak Pomegranate Juice-25.36 oz. (Mesrubatlar: MiriPak Nar Suyu-0.75 lt.);Ingredients (Icindekiler): Pomegranite Juice. (Nar Suyu.) <p>Nutrition Serving per Serving (Besin &#336~&#287~eleri): <p>Calories (Enerji): 63 kcal. <p>Protein (Protein): 0.7 g. <p>Fat (Yag): 0 g. <p>Carbohydrate (Karbonhidrat): 15.1 g. <p>Sugar (Seker): 28 g.<p>K: 177 mg. <p>Mg: 9 mg. <p>Na: 20.0 mg. <p>Ca: 8.4 mg. <p>Weight (Agirlik): 25.36 fl.oz. (0.75 litre);YC-MRP101;0;4.59;3.99;images/product/MiriPak Nar Suyu Orta_T.jpg;images/product/MiriPak Nar Suyu Orta_Q.jpg;images/product/MiriPak Nar Suyu Orta_Z.jpg;;;;Express Checkout (Hizli Alisveris),,By Product Category (Urun Tipine Gore);New;;;;9.00;0;0;0;514,655,847;
657;Pickled Vegetables: Baktat Red Hot Peppers in Brine-21 oz. (Tursular: Baktat Kirmizi Biber Tursusu-;Ingredients (Icindekiler): Hot Peppers, Water, Salt, Vinegar, Acidulant-Citric Acid. (Kirmizi Biberler, Su, Tuz, Sirke, Asitlendirici-Sitik Asit.)<p>Nutrition Facts per Serving (Besin &#336~&#287~eleri):<p>Calories (EnerjI0: 5.6 kcal.<p>Total Fat (Toplam Yag): 0 g.<p>Sodium (Sodyum): 349.2 mg.<p>Total Carbohydrate (Toplam Karbonhidrat): 1.4 g.<p>Dietary Fiber (Diet Lifi): 0 g.<p>Protein (Protein): 0<p>Weight (Agirlik): 21 oz. (600 gram);YC-BT79;50;6.99;5.99;images/product/Baktat_Kirmizi_Biber_Tursusu-T.jpg;images/product/Baktat_Kirmizi_Biber_Tursusu-Q.jpg;images/product/Baktat Kirmizi  Biber Tursusu-Z.jpg;Pickled Vegetables (Tursular);;;Express Checkout (Hizli Alisveris),By Product Category (Urun Tipine Gore),Express-Pickled Vegetables (Tursular);New;;;;7.00;0;0;0;307,538,522;
658;Canned Vegetables: Baktat Vine Leaves in Brine-16.5oz.(Konserve Sebzeler: Baktat Salamura Asma Yapr;Ingredients (Icindekiler): Grape leaves, Water, Salt, Acidulant-Citric Acid. (Asma Yapragi, Su, Tuz, Asitlendirici-Sitrik Asit.)<p>Nutrition Facts per Serving (Besin &#336~&#287~eleri):<p>Calories (Enerji): 3.72 kcal.<p>Sodium (Sodyum): 186.36 mg.<p>Total Carbohydrate (Toplam Karbonhidrat): 0.93 h.<p>Dietary Fiber (Diet Lifi): 0.15 g.<p>Sugar (Seker): 0 g.<p>Protein (Protein): 0 g.<p>Weight (Agirlik): 16.5 oz. (470 gram);YC-BT78;50;4.59;3.99;images/product/Baktat Grape Leaves-T.jpg;images/product/Baktat Grape Leaves-Q.jpg;images/product/Baktat Grape Leaves-Z.jpg;Canned Vegetables (Konserve Sebzeler);;;Express Checkout (Hizli Alisveris),Express-Canned Vegetables (Konserve Sebzeler),By Product Category (Urun Tipine Gore);New;;;;6.00;0;0;0;447,227,539;
660;Preserves & Honey: Baktat Blackberry Preserves (Receller & Ballar: Baktat Bogurtlen Receli);Ingredients (Icindekiler): Sugar, Blackbarries, Glucose, Acidulant-Citric Acid, Agent-Pectin. (Seker, Bogurtlen, Glikoz, Asitligi duzenleyici-Sitrik Asit, Kivam verici-Petkin.)<p>Nutrition Facts per Serving (Besin &#336~&#287~eleri):<p>Calories (Enerji): 44 kcal.<p>Total Fat (Toplam Yag): 0 g.<p>Sodium (Sodyum): 0 g.<p>Total Carbohydrate (Toplam Karbonhidrat): 11 g.<p>Sugar (Seker): 10 g.<p>Protein (Protein): 0 g.<p>Weight (Agirlik): 14 oz. (400 gram);YC-BT069;50;3.59;2.79;images/product/Baktat-Bogurtlen_Receli-T.jpg;images/product/Baktat-Bogurtlen_Receli-Q.jpg;images/product/Baktat-Bogurtlen_Receli-Z.jpg;Preserves & Honey (Receller & Ballar);;;Express Checkout (Hizli Alisveris),By Product Category (Urun Tipine Gore),Express-Preserves & Honey (Receller & Ballar);New;;;;5.00;0;0;0;185,523,249;
661;Turkish Coffee: Asil Brass Coffee Mill (Turk Kahvesi: Asil Pirinc Kahve Ogutucu);Brass Turkish Coffee Hand-Mill/Grinder (Pirinc Turk Kahve Ogutucu) <p>Weight (Agirlik): Per item. (Birim Basina);YC-AS100;0;19.99;18.99;images/product/Asil Kahve Degirmeni-T.jpg;images/product/Asil Kahve Degirmeni-Q.jpg;images/product/Asil Kahve Degirmeni-Z.jpg;Turkish Coffee (Turk Kahvesi);;;Gifts (Hediyelik),Express Checkout (Hizli Alisveris),Express-Gifts (Hediyelik),Express-Turkish & Other Coffees (Turk ve Diger Kahveler),By Product Category (Urun Tipine Gore),Copper & Brass (Bakir ve Pirinç);New;;;;9.00;0;0;0;40,594,423;
662;Chocolate Products: Ulker Ikram-3.5 oz. (Cikolatali Urunler: Ulker Ikram-100 gram);Ulker Ikram Chocolate Cream Sandwitch Biscuits (Ulker Ikram Cikolatali Kremali Sandvic Biskuvi)<p>Ingredients (Icindekiler): Wheat Flour, Sugar, Hydrogenated Vegetable Oil, Cocoa Powder, Milk Powder, Corn Syrup, Chocolate, Whey Powder, Fructose Syrup, Salt, Raising Agents, Nature identical flavors, Emulsifer, Preservative. (Biskuvilik Un, Seker, Hydrojene Bitkisel Yag, Kakao Tozu, Sut Tozu, Misir Surubu, Cikolata,  Peynir Suyu Tozu, Fruktoz Surpubu, Tuz, Kabarticilar, Dogala ozdes aromalar, Emulgator, Koruyucular.)<p>Weight (Agirlik): 3.5 oz. (100 gram);YC-UL55;50;1.49;1.29;images/product/Ulker_Ikram_Sari_big-T.jpg;images/product/Ulker_Ikram_Sari_big-Q.jpg;images/product/Ulker_Ikram_Sari_big-Z.jpg;Chocolate Products (Cikolatali Urunler);;;Express Checkout (Hizli Alisveris),Express-Chocolate Products (Cikolatali Urunler),By Product Category (Urun Tipine Gore);New;;;;2.00;0;0;0;398,369,63;
663;Cookies & Snacks: Eti Tutku Biscuits w/ Cocoa Cream-1.6 oz.(Biskuviler & Cerezler:Eti Tutku Kremali;Ingredients (Icindekiler): Wheat flour, Sugar, Hydrogenated vegetable oil, hazelnut oil, Eggs, Cocoa, Glucose Syrup, Soya Flour, Powdered Milk, Hazelnut paste, Salt, Emulsifier, Raising Agents, Nature identical flavours. (Bugday unu, Seker, Hidrojene Bitkisel Yag, Findik Yagi, Yumurta, Kakao, Glikoz Surup, Soya unu, Sut Tozu, Findik ezmesi, Tuz, Emulgator, Kabarticiler, Dogala ozdes aromalar.)<p>Nutrition Facts per Serving (Besin &#336~&#287~eleri):<p>Calories (Enerji): 510.6 kcal.<p>Protein (Protein): 5.26 g.<p>Carbohydrate (Karbonhidrat): 63.95 g.<p>Fat (Yag): 26.23 g.<p>Weight (Agirlik): 1.6 oz. (30 gram);YC-ET49;50;0.99;0.89;images/product/Eti_Tutku_30gram-T.jpg;images/product/Eti_Tutku_30gram-Q.jpg;images/product/Eti_Tutku_30gram-Q.jpg;Cookies & Snacks (Biskuviler & Cerezler);;;Chocolate Products (Cikolatali Urunler),Express Checkout (Hizli Alisveris),Express-Cookies & Snacks (Biskuviler & Cerezler),By Product Category (Urun Tipine Gore);New;;;;2.00;0;0;0;69,53,399;
664;Gift Basket: Pick Your Own Items! (Hediye Sepeti: Istediginiz Urunu Katiniz!);Once you choose the gift basket option, all your ordered items will be placed carefully in this unique basket wraped with cellophane(clear plastic wrap) with a bow on top.  This is a perfect gift for anyone.  No Alcohol Products will be included to this basket!  (Hediye sepeti opsiyonunu sectiginizde~ Siparis verdiginiz urunlerimizin tamami, bu guzel sepete ozenle yerlestirildikten sonra sepet tumuyle selofon (seffaf poliproplen) ile kaplanacak ve renkli rafyayla suslenerek zarif bir ambalajlama ile sevke hazir hale getirilecektir. Bu  zarif sepet tum sevdikleriniz icin mukemmel bir hediye olabilir. "Bu sepete Alkollu urunlerimizi katamiyacagimiz icin uzgunuz.");YC-BAS100;50;15.99;14.49;images/product/Basket-T.jpg;images/product/Basket-Q.jpg;images/product/Basket-Z.jpg;Gifts (Hediyelik);;;Express Checkout (Hizli Alisveris),Express-Gifts (Hediyelik),By Product Category (Urun Tipine Gore);New;;;;7.00;0;0;0;;
665;Turkish Delight: Babil Turkish Delight-Rose-Walnut-Hazelnut-16oz.(Turk Lokumu: Babil Lokum-Gullu-Ce;Genuine Turkish Delight: "Lokum", a genuine Turkish product is one of the most detectable sweets in the world.  This traditional sweet was introduced to Europe in the 18th century and has become a world renowned confectionary ever since rightly called "Turkish Delight".<p>Flavor (Tadi): Rose,Walnut, Hazelnut. (Gullu, Cevizli, Findikli.) <p>Ingredients (Icindekiler): Sugar, Corn Starch, Water, Citric Acid-E330, Walnut Flavor, Hazelnut Flavor, Rose Flavor, Walnut, Hazelnut, Rose, Coconut. (Seker, Misir Nisastasi, Su, Sitrik Asit-E330, Ceviz Aromasi, Fidik Aromasi, Ceviz, Findik, Gul, Hindistan Cevizi.)<p>Nutrition Facts per Serving (Besin Ogeleri):<p>Calories (Enerji): 443 kcal.<p>Protein (Protein): 2.7 g.<p>Carbohydrate (Karbonhidrat): 73.6 g.<p>Fat (Yag): 12.8 g.<p>Weight (Agirlik): 16 oz. (454 gram);YC-BB100;0;7.99;5.89;images/product/Babil Turkish Delight-T.jpg;images/product/Babil Turkish Delight-Q.jpg;images/product/Babil Turkish Delight-Z.jpg;Turkish Delights (Lokum);;;Express Checkout (Hizli Alisveris),Express-Turkish Delights (Lokum),By Product Category (Urun Tipine Gore);New;;;;9.00;0;0;0;675,676,699;
666;Tahini & Molasses: Sara Mulberry Syrup-13.05 oz. (Tahin & Pekmez: Sara Dut Pekmez-370 gr.);Ingredients (Icindekiler): Mulberry Syrup (Uzum Sirasi, Dut.)<p>Nutriton Facts per Serving (Besin &#336~&#287~eleri):<p>Calories (Enerji): 284 kcal.<p>Carbohydrate (Karbonhidrat): 67.61 g.<p>Protein (Protein): 0.52 g.<p>Calcium (Kalsiyum): 183.2 mg.<p>Iron (Demir): 33.5 mg.<p>Vitamin B1: 0.15 mg.<p>Vitamin B2: 0.21 mg.<p>Weight (Agirlik): 13.5 oz. (370 gram);YC-SR50;50;4.99;3.99;images/product/Sara_Dut_pekmezi-T.jpg;images/product/Sara_Dut_pekmezi-Q.jpg;images/product/Sara_Dut_pekmezi-Z.jpg;Tahini & Molasses (Tahin & Pekmez);;;Express Checkout (Hizli Alisveris),Express-Tahini & Molasses (Tahin & Pekmez),By Product Category (Urun Tipine Gore);New;;;;5.00;0;0;0;499,237;
667;Tahini & Molasses: Sara Mulberry Syrup-24.7 oz. (Tahin & Pekmez: Sara Dut Pekmez-700 gr.);Ingredients (Icindekiler): Mulberry Syrup (Uzum Sirasi, Dut.) <p>Nutriton Facts per Serving (Besin &#336~&#287~eleri): <p>Calories (Enerji): 284 kcal. <p>Carbohydrate (Karbonhidrat): 67.61 g. <p>Protein (Protein): 0.52 g. <p>Calcium (Kalsiyum): 183.2 mg. <p>Iron (Demir): 33.5 mg. <p>Vitamin B1: 0.15 mg. <p>Vitamin B2: 0.21 mg. <p>Weight (Agirlik): 24.7 oz. (700 gram);YC-SR049;50;8.99;7.49;images/product/Sara_Dut_pekmezi-T.jpg;images/product/Sara_Dut_pekmezi-Q.jpg;images/product/Sara_Dut_pekmezi-Z.jpg;Tahini & Molasses (Tahin & Pekmez);;;Express Checkout (Hizli Alisveris),Express-Tahini & Molasses (Tahin & Pekmez),By Product Category (Urun Tipine Gore);New;;;;7.00;0;0;0;666,499,237;
669;Music: Candan Ercetin - Remix / Cassette (Muzik: Candan Ercetin - Remix / Kaset);Artist (Sarkici): Candan Ercetin<p>Album (Album): Remix <p>Production Year (Yapim Yili): 2003 <p>Music Type(Muzik Tipi): Pop <p>CREDITS (KREDILER): <p>Production (Yapim): N/A <p>Distribution by: N/A <p>Production by (Produktor): N/A <p>SONGS & DURATION (SARKILAR & SURELERI): <p>1. Gams&#305~z Hayat (club mix) <p>2. Ben Böyleyim <p>3. Parçaland&#305~m (chill – out mix) <p>4. Hay&#305~rs&#305~z <p>5. Gams&#305~z Hayat ( a la turca mix) <p>6. Yaz&#305~k Oldu <p>============================================ <p>LYRICS (SOZLERI): <p>N/A ;MC-1101;50;7.99;6.99;images/product/Candan_Ercetin-Remix-T.jpg;images/product/Candan_Ercetin-Remix-Q.jpg;images/product/Candan_Ercetin-Remix-Q.jpg;Music & Movies (Muzik ve Film);CD (Music);;Express Checkout (Hizli Alisveris),By Product Category (Urun Tipine Gore),Express-Music & Movies (Muzik & Film);New;;;;4.00;0;0;0;668,519;
670;Music: Celik - Affet / CD (Muzik: Celik - Affet / CD);Artist (Sarkici): Celik <p>Album (Album): Affet <p>Production Year (Yapim Yili): 2003 <p>Music Type(Muzik Tipi): Pop <p>CREDITS (KREDILER): <p>Production (Yapim): N/A <p>Distribution by: N/A <p>Production by (Produktor): N/A <p>SONGS & DURATION (SARKILAR & SURELERI): <p>N/A<p>============================================ <p>LYRICS (SOZLERI): <p>N/A;MC-1102;50;12.99;10.99;images/product/Celik-Affet-T.jpg;images/product/Celik-Affet-Q.jpg;images/product/Celik-Affet-Q.jpg;Music & Movies (Muzik ve Film);CD (Music);;Express Checkout (Hizli Alisveris),By Product Category (Urun Tipine Gore),Express-Music & Movies (Muzik & Film);New;;;;5.00;0;0;0;671;
671;Music: Celik - Affet / Cassette (Muzik: Celik - Affet / Kaset);Artist (Sarkici): Celik <p>Album (Album): Affet <p>Production Year (Yapim Yili): 2003 <p>Music Type(Muzik Tipi): Pop <p>CREDITS (KREDILER): <p>Production (Yapim): N/A <p>Distribution by: N/A <p>Production by (Produktor): N/A <p>SONGS & DURATION (SARKILAR & SURELERI): <p>N/A<p>============================================ <p>LYRICS (SOZLERI): <p>N/A;MC-1103;50;7.99;6.99;images/product/Celik-Affet-T.jpg;images/product/Celik-Affet-Q.jpg;images/product/Celik-Affet-Q.jpg;Music & Movies (Muzik ve Film);CD (Music);;Express Checkout (Hizli Alisveris),By Product Category (Urun Tipine Gore),Express-Music & Movies (Muzik & Film);New;;;;4.00;0;0;0;670;
672;Music: Asena - Asena / CD (Muzik: Asena - Asena / CD);Artist (Sarkici): Asena <p>Album (Album): Asena<p>Production Year (Yapim Yili): 2001 <p>Music Type(Muzik Tipi): Belly Dance<p>CREDITS (KREDILER): <p>Production (Yapim): Idobay <p>Distribution by: N/A <p>Production by (Produktor): Idobay <p>SONGS & DURATION (SARKILAR & SURELERI):<p>1-Warda - 3.49<p>2-Baladi (Asena) - 3.24 <p>3-Ritm Solo 1 - 4.00<p> 4-Sendur - 3.39<p> 5-Tatli Çiftetelli - 3.11<p>6-Asena - 3.54<p>7-Söylim Mi? - 3.25<p>8-Ritm Solo 2 - 3.28  <p>9-At Gitsin - 2.5910-Ifade - 4.13<p>============================================ <p>LYRICS (SOZLERI): N/A ;MC-1104;50;12.99;10.99;images/product/Asena-Asena-T.jpg;images/product/Asena-Asena-Q.jpg;images/product/Asena-Asena-Q.jpg;Music & Movies (Muzik ve Film);CD (Music);;Express Checkout (Hizli Alisveris),By Product Category (Urun Tipine Gore),Express-Music & Movies (Muzik & Film);New;;;;5.00;0;0;0;673;
673;Music: Asena - Asena / Cassette (Muzik: Asena - Asena / Kaset);Artist (Sarkici): Asena <p>Album (Album): Asena<p>Production Year (Yapim Yili): 2001 <p>Music Type(Muzik Tipi): Belly Dance<p>CREDITS (KREDILER): <p>Production (Yapim): Idobay <p>Distribution by: N/A <p>Production by (Produktor): Idobay <p>SONGS & DURATION (SARKILAR & SURELERI):<p>1-Warda - 3.49<p>2-Baladi (Asena) - 3.24 <p>3-Ritm Solo 1 - 4.00<p> 4-Sendur - 3.39<p> 5-Tatli Çiftetelli - 3.11<p>6-Asena - 3.54<p>7-Söylim Mi? - 3.25<p>8-Ritm Solo 2 - 3.28  <p>9-At Gitsin - 2.5910-Ifade - 4.13<p>============================================ <p>LYRICS (SOZLERI): <p>N/A ;YC-1105;50;7.99;6.99;images/product/Asena-Asena-T.jpg;images/product/Asena-Asena-Q.jpg;images/product/Asena-Asena-Q.jpg;Music & Movies (Muzik ve Film);CD (Music);;Express Checkout (Hizli Alisveris),By Product Category (Urun Tipine Gore),Express-Music & Movies (Muzik & Film);New;;;;4.00;0;0;0;672;
829;Sea Foods: Dardanel Sardines-4.41 (Deniz Mahsulleri: Dardanel Sardalya-125g.);Ingredients (&#304~çindekiler): Sardines, Sunflower oil, salt. (Sardalya bal&#305~&#287~&#305~, Ayçiçekya&#287~&#305~, Tuz.)<p>Nutrition Facts per Serving (Besin &#336~&#287~leri):<p>Calories (Enerji):  165 kcal.<p>  Protein (Protein):  21.64 g.<p> Fat (Ya&#287~): 5.31 g.<p> Carbohydrates (Karbonhidrat): 4.73 g.  <p>Iron (Demir): 3.5 mg.  <p>Phosphor (Fosfor): 370 mg.<p>  Sodium (Sodyum): 1130 mg.<p>Weight (Agirlik): 4.41 oz. (125 gram)<p><p><img src="http://www.tasteofturkey.com/AtkinsS.gif" width="101"height="64" alt="AtkinsS.gif"></p></body></html>;YC-DD1001;50;2.99;2.79;images/product/Dardanel_Sardalya_T.jpg;images/product/Dardanel_Sardalya_Q.jpg;images/product/Dardanel_Sardalya_Z.jpg;Sea Food (Deniz Mahsulleri);;;Express Checkout (Hizli Alisveris),By Product Category (Urun Tipine Gore),Express-Seafood (Deniz Mahsulleri);New;;;;5.00;0;0;0;792,19,20;
674;Crackers & Crocans: Koska Pistachio Snack-1.76 oz.(Krakerler & Krokanlar: Koska Fistikli Krokan-50g;Ingredients (Icindekiler): Pistachios, Sugar, Glucose. (Antep fistik, Seker, Glikoz.)<p>Nutriton Facts per Serving (Besin &#336~&#287~eleri):<p>Calories (Enerji): 247 kcal.<p>Toplam Yag (Toplam Yag): 14.2 g.<p>Sodium (Sodyum): 2.8 mg.<p>Total Carbohydrate (Toplam Karbonhidrat): 29.2 g.<p>Sugar (Seker): 22.8 g.<p>Protein (Protein): 6.2 g.<p>Weight (Agirlik): 1.76 oz. (50 gram);YC-KS55;50;1.79;1.69;images/product/Koska Fistikli Krokan-T.jpg;images/product/Koska Fistikli Krokan-Q.jpg;images/product/Koska Fistikli Krokan-Z.jpg;Crackers & Crocans (Karkerler & Krokanlar);;;Express Checkout (Hizli Alisveris),Express-Crackers & Crocans (Karkerler & Kokanlar),By Product Category (Urun Tipine Gore);New;;;;2.00;0;0;0;;
